"Symbol","Name","LastSale","MarketCap","IPOyear","Sector","industry","Summary Quote"
"CDR^B","Cedar Realty Trust, Inc.","20.65","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/cdr^b"
"CDR^C","Cedar Realty Trust, Inc.","18","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/cdr^c"
"CE","Celanese Corporation","106.17","$12.56B","2005","Basic Industries","Major Chemicals","https://old.nasdaq.com/symbol/ce"
"CLS","Celestica, Inc.","8.29","$1.07B","1998","Technology","Electrical Products","https://old.nasdaq.com/symbol/cls"
"CELG~","Celgene Corporation","0.4489","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/celg~"
"CEL","Cellcom Israel, Ltd.","3.42","$511.66M","2007","Public Utilities","Telecommunications Equipment","https://old.nasdaq.com/symbol/cel"
"CPAC","Cementos Pacasmayo S.A.A.","7.9","$676.41M","n/a","Capital Goods","Building Materials","https://old.nasdaq.com/symbol/cpac"
"CX","Cemex S.A.B. de C.V.","3.28","$4.96B","n/a","Capital Goods","Building Materials","https://old.nasdaq.com/symbol/cx"
"CVE","Cenovus Energy Inc","4.67","$5.74B","n/a","Energy","Oil & Gas Production","https://old.nasdaq.com/symbol/cve"
"CNC","Centene Corporation","61.98","$35.92B","n/a","Health Care","Medical Specialities","https://old.nasdaq.com/symbol/cnc"
"CEN","Center Coast Brookfield MLP & Energy Infrastructur","8.27","$407.42M","2013","n/a","n/a","https://old.nasdaq.com/symbol/cen"
"CNP","CenterPoint Energy, Inc.","20.45","$11.14B","n/a","Public Utilities","Electric Utilities: Central","https://old.nasdaq.com/symbol/cnp"
"CNP^B","CenterPoint Energy, Inc.","38.34","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/cnp^b"
"EBR","Centrais Electricas Brasileiras S.A.- Eletrobras","7.01","$11B","2016","Public Utilities","Electric Utilities: Central","https://old.nasdaq.com/symbol/ebr"
"EBR.B","Centrais Electricas Brasileiras S.A.- Eletrobras","n/a","n/a","2016","n/a","n/a","https://old.nasdaq.com/symbol/ebr.b"
"CEPU","Central Puerto S.A.","2.52","$381.53M","2018","Public Utilities","Electric Utilities: Central","https://old.nasdaq.com/symbol/cepu"
"CCS","Century Communities, Inc.","38.81","$1.29B","2014","Capital Goods","Homebuilding","https://old.nasdaq.com/symbol/ccs"
"CTL","CenturyLink, Inc.","10.92","$11.99B","n/a","Public Utilities","Telecommunications Equipment","https://old.nasdaq.com/symbol/ctl"
"CDAY","Ceridian HCM Holding Inc.","82.85","$12.18B","2018","Technology","Computer Software: Prepackaged Software","https://old.nasdaq.com/symbol/cday"
"CF","CF Industries Holdings, Inc.","33.97","$7.27B","2005","Basic Industries","Agricultural Chemicals","https://old.nasdaq.com/symbol/cf"
"GIB","CGI Inc.","73.58","$19.08B","n/a","Consumer Services","Professional Services","https://old.nasdaq.com/symbol/gib"
"CHX","ChampionX Corporation","10","$2B","2018","Technology","Industrial Machinery/Components","https://old.nasdaq.com/symbol/chx"
"ECOM          ","ChannelAdvisor Corporation","16.07","$460.96M","2013","Technology","Computer Software: Prepackaged Software","https://old.nasdaq.com/symbol/ecom"
"CHRA","Charah Solutions, Inc.","2.98","$89.36M","2018","Basic Industries","Environmental Services","https://old.nasdaq.com/symbol/chra"
"CRL","Charles River Laboratories International, Inc.","220.11","$10.93B","2000","Health Care","Biotechnology: Commercial Physical & Biological Resarch","https://old.nasdaq.com/symbol/crl"
"CLDT","Chatham Lodging Trust (REIT)","7.32","$343.8M","2010","Consumer Services","Real Estate Investment Trusts","https://old.nasdaq.com/symbol/cldt"
"CMCM","Cheetah Mobile Inc.","2","$279.61M","2014","Technology","Computer Software: Prepackaged Software","https://old.nasdaq.com/symbol/cmcm"
"CHGG","Chegg, Inc.","77.96","$10.02B","2013","Consumer Services","Other Consumer Services","https://old.nasdaq.com/symbol/chgg"
"CHE","Chemed Corp.","523.47","$8.33B","n/a","Health Care","Medical/Nursing Services","https://old.nasdaq.com/symbol/che"
"CC","Chemours Company (The)","21.77","$3.58B","2015","Basic Industries","Major Chemicals","https://old.nasdaq.com/symbol/cc"
"CHMI","Cherry Hill Mortgage Investment Corporation","9.48","$161.89M","2013","Consumer Services","Real Estate Investment Trusts","https://old.nasdaq.com/symbol/chmi"
"CHMI^A","Cherry Hill Mortgage Investment Corporation","23.66","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/chmi^a"
"CHMI^B","Cherry Hill Mortgage Investment Corporation","21.15","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/chmi^b"
"CPK","Chesapeake Utilities Corporation","82.62","$1.36B","n/a","Public Utilities","Oil & Gas Production","https://old.nasdaq.com/symbol/cpk"
"CVX","Chevron Corporation","83.19","$155.34B","n/a","Energy","Integrated oil Companies","https://old.nasdaq.com/symbol/cvx"
"CHWY","Chewy, Inc.","70.1","$28.15B","2019","Consumer Services","Catalog/Specialty Distribution","https://old.nasdaq.com/symbol/chwy"
"CHS","Chico&#39;s FAS, Inc.","1.27","$152.26M","n/a","Consumer Services","Clothing/Shoe/Accessory Stores","https://old.nasdaq.com/symbol/chs"
"CIM","Chimera Investment Corporation","8.74","$2.03B","2007","Consumer Services","Real Estate Investment Trusts","https://old.nasdaq.com/symbol/cim"
"CIM^A","Chimera Investment Corporation","23.2005","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/cim^a"
"CIM^B","Chimera Investment Corporation","21.665","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/cim^b"
"CIM^C","Chimera Investment Corporation","20.51","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/cim^c"
"CIM^D","Chimera Investment Corporation","21.3","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/cim^d"
"DL","China Distance Education Holdings Limited","9.25","$312.93M","n/a","Consumer Services","Other Consumer Services","https://old.nasdaq.com/symbol/dl"
"CEA","China Eastern Airlines Corporation Ltd.","20.33","$6.66B","1997","Transportation","Air Freight/Delivery Services","https://old.nasdaq.com/symbol/cea"
"CHN","China Fund, Inc. (The)","26.41","$276.71M","n/a","n/a","n/a","https://old.nasdaq.com/symbol/chn"
"CGA","China Green Agriculture, Inc.","2.5","$15.88M","n/a","Basic Industries","Agricultural Chemicals","https://old.nasdaq.com/symbol/cga"
"LFC","China Life Insurance Company Limited","11.97","$67.67B","2003","Finance","Life Insurance","https://old.nasdaq.com/symbol/lfc"
"CHL","China Mobile (Hong Kong) Ltd.","34.43","$140.99B","n/a","Public Utilities","Telecommunications Equipment","https://old.nasdaq.com/symbol/chl"
"COE","China Online Education Group","19.68","$421.3M","2016","Consumer Services","Other Consumer Services","https://old.nasdaq.com/symbol/coe"
"SNP","China Petroleum & Chemical Corporation","44.43","$53.79B","n/a","Energy","Integrated oil Companies","https://old.nasdaq.com/symbol/snp"
"ZNH","China Southern Airlines Company Limited","26.89","$8.24B","1997","Transportation","Air Freight/Delivery Services","https://old.nasdaq.com/symbol/znh"
"CHA","China Telecom Corp Ltd","31.89","$25.81B","2002","Public Utilities","Telecommunications Equipment","https://old.nasdaq.com/symbol/cha"
"CHU","China Unicom (Hong Kong) Ltd","6.96","$21.3B","n/a","Public Utilities","Telecommunications Equipment","https://old.nasdaq.com/symbol/chu"
"CYD","China Yuchai International Limited","15.97","$652.51M","1994","Energy","Industrial Machinery/Components","https://old.nasdaq.com/symbol/cyd"
"CMG","Chipotle Mexican Grill, Inc.","1379.03","$38.57B","2006","Consumer Services","Restaurants","https://old.nasdaq.com/symbol/cmg"
"CHH","Choice Hotels International, Inc.","99.61","$5.51B","n/a","Consumer Services","Hotels/Resorts","https://old.nasdaq.com/symbol/chh"
"CB","Chubb Limited","125.83","$56.79B","n/a","Finance","Property-Casualty Insurers","https://old.nasdaq.com/symbol/cb"
"CHT","Chunghwa Telecom Co., Ltd.","36.65","$28.43B","n/a","Public Utilities","Telecommunications Equipment","https://old.nasdaq.com/symbol/cht"
"CHD","Church & Dwight Company, Inc.","98.16","$24.28B","n/a","Basic Industries","Package Goods/Cosmetics","https://old.nasdaq.com/symbol/chd"
"CCX","Churchill Capital Corp II","10.77","$928.91M","2019","Finance","Business Services","https://old.nasdaq.com/symbol/ccx"
"CCX.U","Churchill Capital Corp II","n/a","n/a","2019","n/a","n/a","https://old.nasdaq.com/symbol/ccx.u"
"CCX.WS","Churchill Capital Corp II","n/a","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/ccx.ws"
"CCXX","Churchill Capital Corp III","11.45","$1.57B","2020","Miscellaneous","Business Services","https://old.nasdaq.com/symbol/ccxx"
"CCXX.U","Churchill Capital Corp III","n/a","n/a","2020","n/a","n/a","https://old.nasdaq.com/symbol/ccxx.u"
"CCXX.WS","Churchill Capital Corp III","n/a","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/ccxx.ws"
"CCIV.U","Churchill Capital Corp IV","n/a","n/a","2020","n/a","n/a","https://old.nasdaq.com/symbol/cciv.u"
"CIEN","Ciena Corporation","60.07","$9.23B","1997","Public Utilities","Telecommunications Equipment","https://old.nasdaq.com/symbol/cien"
"CI","Cigna Corporation","181.34","$66.59B","n/a","Health Care","Medical Specialities","https://old.nasdaq.com/symbol/ci"
"XEC","Cimarex Energy Co","27.13","$2.77B","n/a","Energy","Oil & Gas Production","https://old.nasdaq.com/symbol/xec"
"CBB","Cincinnati Bell Inc","15.11","$765.78M","n/a","Public Utilities","Telecommunications Equipment","https://old.nasdaq.com/symbol/cbb"
"CBB^B","Cincinnati Bell Inc","49","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/cbb^b"
"CNK","Cinemark Holdings Inc","16.08","$1.89B","2007","Consumer Services","Movies/Entertainment","https://old.nasdaq.com/symbol/cnk"
"CINR","Ciner Resources LP","9.975","$197.18M","2013","Basic Industries","Mining & Quarrying of Nonmetallic Minerals (No Fuels)","https://old.nasdaq.com/symbol/cinr"
"CIR","CIRCOR International, Inc.","30.06","$601.12M","n/a","Capital Goods","Metal Fabrications","https://old.nasdaq.com/symbol/cir"
"CIT","CIT Group Inc (DEL)","19.31","$1.9B","n/a","Finance","Major Banks","https://old.nasdaq.com/symbol/cit"
"CIT^B","CIT Group Inc (DEL)","23.35","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/cit^b"
"CCAC","CITIC Capital Acquisition Corp.","9.86","$340.17M","2020","Finance","Business Services","https://old.nasdaq.com/symbol/ccac"
"CCAC.U","CITIC Capital Acquisition Corp.","n/a","n/a","2020","n/a","n/a","https://old.nasdaq.com/symbol/ccac.u"
"CCAC.WS","CITIC Capital Acquisition Corp.","n/a","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/ccac.ws"
"BLW","Citigroup Inc.","15.2","$543.42M","2003","Finance","Major Banks","https://old.nasdaq.com/symbol/blw"
"C","Citigroup Inc.","51.95","$108.15B","n/a","Finance","Major Banks","https://old.nasdaq.com/symbol/c"
"C^J","Citigroup Inc.","28.8","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/c^j"
"C^K","Citigroup Inc.","28.25","n/a","n/a","Finance","Major Banks","https://old.nasdaq.com/symbol/c^k"
"C^N","Citigroup Inc.","27.05","n/a","n/a","Finance","Major Banks","https://old.nasdaq.com/symbol/c^n"
"C^S","Citigroup Inc.","25.71","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/c^s"
"CFG","Citizens Financial Group, Inc.","26.79","$11.43B","2014","Finance","Major Banks","https://old.nasdaq.com/symbol/cfg"
"CFG^D","Citizens Financial Group, Inc.","27.54","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/cfg^d"
"CFG^E","Citizens Financial Group, Inc.","25.04","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/cfg^e"
"CIA","Citizens, Inc.","6.12","$308.18M","n/a","Finance","Life Insurance","https://old.nasdaq.com/symbol/cia"
"CIO","City Office REIT, Inc.","8.03","$348.48M","2014","Consumer Services","Real Estate Investment Trusts","https://old.nasdaq.com/symbol/cio"
"CIO^A","City Office REIT, Inc.","24.88","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/cio^a"
"CVEO","Civeo Corporation","0.8993","$153.4M","2014","Consumer Services","Hotels/Resorts","https://old.nasdaq.com/symbol/cveo"
"CCC","Clarivate Plc","29.36","$11.37B","2019","Technology","EDP Services","https://old.nasdaq.com/symbol/ccc"
"CLH","Clean Harbors, Inc.","60.82","$3.38B","n/a","Basic Industries","Environmental Services","https://old.nasdaq.com/symbol/clh"
"CCO","Clear Channel Outdoor Holdings, Inc.","1.18","$551.45M","2005","Consumer Services","Advertising","https://old.nasdaq.com/symbol/cco"
"EMO","ClearBridge Energy Midstream Opportunity Fund Inc.","11.35","$162.79M","2011","n/a","n/a","https://old.nasdaq.com/symbol/emo"
"CEM","ClearBridge MLP and Midstream Fund Inc.","14.4","$202.8M","2010","n/a","n/a","https://old.nasdaq.com/symbol/cem"
"CTR","ClearBridge MLP and Midstream Total Return Fund In","12.78","$98.15M","2012","n/a","n/a","https://old.nasdaq.com/symbol/ctr"
"CLW","Clearwater Paper Corporation","35.75","$592.44M","n/a","Basic Industries","Paper","https://old.nasdaq.com/symbol/clw"
"CWEN","Clearway Energy, Inc.","25.19","$5.06B","2015","Public Utilities","Electric Utilities: Central","https://old.nasdaq.com/symbol/cwen"
"CWEN.A","Clearway Energy, Inc.","n/a","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/cwen.a"
"CLF","Cleveland-Cliffs Inc.","6.81","$2.72B","n/a","Basic Industries","Precious Metals","https://old.nasdaq.com/symbol/clf"
"CLPR","Clipper Realty Inc.","6.77","$120.61M","2017","Consumer Services","Real Estate Investment Trusts","https://old.nasdaq.com/symbol/clpr"
"CLX","Clorox Company (The)","223.74","$28.24B","n/a","Consumer Durables","Specialty Chemicals","https://old.nasdaq.com/symbol/clx"
"CLDR","Cloudera, Inc.","13.24","$3.91B","2017","Technology","Computer Software: Prepackaged Software","https://old.nasdaq.com/symbol/cldr"
"NET","Cloudflare, Inc.","39","$11.92B","2019","Technology","Computer Software: Prepackaged Software","https://old.nasdaq.com/symbol/net"
"CMS","CMS Energy Corporation","61.76","$17.68B","n/a","Public Utilities","Power Generation","https://old.nasdaq.com/symbol/cms"
"CMS^B","CMS Energy Corporation","111.46","n/a","n/a","Public Utilities","Power Generation","https://old.nasdaq.com/symbol/cms^b"
"CMSA","CMS Energy Corporation","26.73","n/a","2018","Public Utilities","Power Generation","https://old.nasdaq.com/symbol/cmsa"
"CMSC","CMS Energy Corporation","27.5837","n/a","2018","Public Utilities","Power Generation","https://old.nasdaq.com/symbol/cmsc"
"CMSD","CMS Energy Corporation","27.65","n/a","2019","Public Utilities","Power Generation","https://old.nasdaq.com/symbol/cmsd"
"CNA","CNA Financial Corporation","32.3","$8.77B","n/a","Finance","Property-Casualty Insurers","https://old.nasdaq.com/symbol/cna"
"CNF","CNFinance Holdings Limited","3.23","$221.52M","2018","Finance","Finance: Consumer Services","https://old.nasdaq.com/symbol/cnf"
"CNHI","CNH Industrial N.V.","8.25","$11.15B","2013","Capital Goods","Construction/Ag Equipment/Trucks","https://old.nasdaq.com/symbol/cnhi"
"CNO","CNO Financial Group, Inc.","17.2","$2.44B","n/a","Finance","Accident &Health Insurance","https://old.nasdaq.com/symbol/cno"
"CEO","CNOOC Limited","107.13","$47.83B","2001","Energy","Oil & Gas Production","https://old.nasdaq.com/symbol/ceo"
"CNXM","CNX Midstream Partners LP","8.88","$797.42M","2014","Public Utilities","Natural Gas Distribution","https://old.nasdaq.com/symbol/cnxm"
"CNX","CNX Resources Corporation","10.14","$1.9B","1999","Energy","Oil & Gas Production","https://old.nasdaq.com/symbol/cnx"
"KOF","Coca Cola Femsa S.A.B. de C.V.","42.15","$8.86B","1993","Consumer Non-Durables","Beverages (Production/Distribution)","https://old.nasdaq.com/symbol/kof"
"KO","Coca-Cola Company (The)","51.19","$219.88B","n/a","Consumer Non-Durables","Beverages (Production/Distribution)","https://old.nasdaq.com/symbol/ko"
"CCEP","Coca-Cola European Partners plc","42.04","$19.1B","2016","Consumer Non-Durables","Beverages (Production/Distribution)","https://old.nasdaq.com/symbol/ccep"
"CDE","Coeur Mining, Inc.","7.96","$1.94B","n/a","Basic Industries","Precious Metals","https://old.nasdaq.com/symbol/cde"
"FOF","Cohen & Steers Closed-End Opportunity Fund, Inc.","11.95","$325.38M","2006","n/a","n/a","https://old.nasdaq.com/symbol/fof"
"CNS","Cohen & Steers Inc","62.12","$2.97B","2004","Finance","Investment Managers","https://old.nasdaq.com/symbol/cns"
"UTF","Cohen & Steers Infrastructure Fund, Inc","23.69","$2.22B","2004","n/a","n/a","https://old.nasdaq.com/symbol/utf"
"LDP","Cohen & Steers Limited Duration Preferred and Income Fund, Inc","23.96","$691.67M","2012","n/a","n/a","https://old.nasdaq.com/symbol/ldp"
"MIE","Cohen & Steers MLP Income and Energy Opportunity Fund, Inc.","1.91","$51.39M","2013","n/a","n/a","https://old.nasdaq.com/symbol/mie"
"RQI","Cohen & Steers Quality Income Realty Fund Inc.","11.64","$1.56B","2002","n/a","n/a","https://old.nasdaq.com/symbol/rqi"
"RNP","Cohen & Steers REIT and Preferred and Income Fund,","20.36","$968.77M","2003","n/a","n/a","https://old.nasdaq.com/symbol/rnp"
"PSF","Cohen & Steers Select Preferred and Income Fund, Inc.","26.8","$321.86M","2010","n/a","n/a","https://old.nasdaq.com/symbol/psf"
"RFI","Cohen & Steers Total Return Realty Fund, Inc.","12.73","$333.59M","1993","n/a","n/a","https://old.nasdaq.com/symbol/rfi"
"CFX","Colfax Corporation","33.91","$4.01B","2008","Capital Goods","Fluid Controls","https://old.nasdaq.com/symbol/cfx"
"CFXA","Colfax Corporation","143.84","n/a","2019","Capital Goods","Fluid Controls","https://old.nasdaq.com/symbol/cfxa"
"CL","Colgate-Palmolive Company","79.47","$68.14B","n/a","Consumer Non-Durables","Package Goods/Cosmetics","https://old.nasdaq.com/symbol/cl"
"CXE","Colonial High Income Municipal Trust","4.85","$152.88M","1989","n/a","n/a","https://old.nasdaq.com/symbol/cxe"
"CIF","Colonial Intermediate High Income Fund","2.33","$44.88M","n/a","n/a","n/a","https://old.nasdaq.com/symbol/cif"
"CXH","Colonial Investment Grade Municipal Trust","9.67","$88.1M","1989","n/a","n/a","https://old.nasdaq.com/symbol/cxh"
"CMU","Colonial Municipal Income Trust","4.305","$121.94M","1987","n/a","n/a","https://old.nasdaq.com/symbol/cmu"
"CLA.U","Colonnade Acquisition Corp.","n/a","n/a","2020","n/a","n/a","https://old.nasdaq.com/symbol/cla.u"
"CLNY","Colony Capital, Inc.","2.83","$1.36B","2014","Consumer Services","Real Estate Investment Trusts","https://old.nasdaq.com/symbol/clny"
"CLNY^G","Colony Capital, Inc.","21.69","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/clny^g"
"CLNY^H","Colony Capital, Inc.","21.37","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/clny^h"
"CLNY^I","Colony Capital, Inc.","21.38","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/clny^i"
"CLNY^J","Colony Capital, Inc.","21.54","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/clny^j"
"CLNC","Colony Credit Real Estate, Inc.","5.88","$756.07M","2018","Consumer Services","Real Estate Investment Trusts","https://old.nasdaq.com/symbol/clnc"
"CXP","Columbia Property Trust, Inc.","11.95","$1.37B","2013","Consumer Services","Real Estate Investment Trusts","https://old.nasdaq.com/symbol/cxp"
"STK","Columbia Seligman Premium Technology Growth Fund, Inc","23.18","$368.71M","2009","n/a","n/a","https://old.nasdaq.com/symbol/stk"
"CCZ","Comcast Corporation","57.25","n/a","n/a","Consumer Services","Television Services","https://old.nasdaq.com/symbol/ccz"
"CMA","Comerica Incorporated","40.18","$5.59B","n/a","Finance","Major Banks","https://old.nasdaq.com/symbol/cma"
"FIX","Comfort Systems USA, Inc.","53.48","$1.95B","1997","Capital Goods","Engineering & Construction","https://old.nasdaq.com/symbol/fix"
"CMC","Commercial Metals Company","21.24","$2.53B","n/a","Basic Industries","Steel/Iron Ore","https://old.nasdaq.com/symbol/cmc"
"CBU","Community Bank System, Inc.","60.82","$3.26B","n/a","Finance","Major Banks","https://old.nasdaq.com/symbol/cbu"
"CYH","Community Health Systems, Inc.","5.28","$631.59M","2000","Health Care","Hospital/Nursing Management","https://old.nasdaq.com/symbol/cyh"
"CHCT","Community Healthcare Trust Incorporated","47.57","$1.08B","2015","Consumer Services","Real Estate Investment Trusts","https://old.nasdaq.com/symbol/chct"
"CIG","Comp En De Mn Cemig ADS","2.08","$3.29B","n/a","Public Utilities","Electric Utilities: Central","https://old.nasdaq.com/symbol/cig"
"CIG.C","Comp En De Mn Cemig ADS","n/a","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/cig.c"
"CBD","Companhia Brasileira de Distribuicao","11.97","$3.21B","2020","Consumer Services","Food Chains","https://old.nasdaq.com/symbol/cbd"
"SBS","Companhia de saneamento Basico Do Estado De Sao Paulo - Sabesp","9.26","$6.33B","2002","Public Utilities","Water Supply","https://old.nasdaq.com/symbol/sbs"
"ELP","Companhia Paranaense de Energia (COPEL)","11.96","$3.27B","n/a","Public Utilities","Electric Utilities: Central","https://old.nasdaq.com/symbol/elp"
"CCU","Compania Cervecerias Unidas, S.A.","13.53","$2.5B","n/a","Consumer Non-Durables","Beverages (Production/Distribution)","https://old.nasdaq.com/symbol/ccu"
"CODI","Compass Diversified ","17.75","$1.15B","2006","Consumer Durables","Home Furnishings","https://old.nasdaq.com/symbol/codi"
"CODI^A","Compass Diversified ","22.73","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/codi^a"
"CODI^B","Compass Diversified ","24.1","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/codi^b"
"CODI^C","Compass Diversified ","24.13","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/codi^c"
"CMP","Compass Minerals International, Inc.","58.55","$1.99B","2003","Basic Industries","Mining & Quarrying of Nonmetallic Minerals (No Fuels)","https://old.nasdaq.com/symbol/cmp"
"CRK","Comstock Resources, Inc.","5.25","$1.22B","n/a","Energy","Oil & Gas Production","https://old.nasdaq.com/symbol/crk"
"CAG","ConAgra Brands, Inc.","38.25","$18.68B","n/a","Consumer Non-Durables","Packaged Foods","https://old.nasdaq.com/symbol/cag"
"CXO","Concho Resources Inc.","49.9","$9.82B","2007","Energy","Oil & Gas Production","https://old.nasdaq.com/symbol/cxo"
"CCM","Concord Medical Services Holdings Limited","2.17","$94.21M","2009","Health Care","Medical/Nursing Services","https://old.nasdaq.com/symbol/ccm"
"CNMD","CONMED Corporation","89.2","$2.55B","1987","Health Care","Biotechnology: Electromedical & Electrotherapeutic Apparatus","https://old.nasdaq.com/symbol/cnmd"
"COP","ConocoPhillips","36.38","$39.02B","n/a","Energy","Integrated oil Companies","https://old.nasdaq.com/symbol/cop"
"CCR","CONSOL Coal Resources LP","3.48","$96.36M","2015","Energy","Coal Mining","https://old.nasdaq.com/symbol/ccr"
"CEIX","CONSOL Energy Inc.","4.98","$129.65M","2017","Energy","Coal Mining","https://old.nasdaq.com/symbol/ceix"
"ED","Consolidated Edison Inc","72.23","$24.16B","n/a","Public Utilities","Power Generation","https://old.nasdaq.com/symbol/ed"
"STZ","Constellation Brands Inc","188.01","$36.28B","n/a","Consumer Non-Durables","Beverages (Production/Distribution)","https://old.nasdaq.com/symbol/stz"
"STZ.B","Constellation Brands Inc","n/a","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/stz.b"
"CSTM","Constellium SE","8.39","$1.16B","2013","Basic Industries","Metal Fabrications","https://old.nasdaq.com/symbol/cstm"
"TCS","Container Store (The)","4.35","$219.08M","2013","Consumer Services","Home Furnishings","https://old.nasdaq.com/symbol/tcs"
"CLR","Continental Resources, Inc.","16.41","$5.99B","2007","Energy","Oil & Gas Production","https://old.nasdaq.com/symbol/clr"
"VLRS","Controladora Vuela Compania de Aviacion, S.A.B. de C.V.","8.75","$871.18M","2013","Transportation","Air Freight/Delivery Services","https://old.nasdaq.com/symbol/vlrs"
"CTRA","Contura Energy, Inc.","4.12","$75.43M","2018","Energy","Coal Mining","https://old.nasdaq.com/symbol/ctra"
"CTB","Cooper Tire & Rubber Company","36.55","$1.84B","n/a","Consumer Durables","Automotive Aftermarket","https://old.nasdaq.com/symbol/ctb"
"CPS","Cooper-Standard Holdings Inc.","17.57","$296.87M","n/a","Capital Goods","Auto Parts:O.E.M.","https://old.nasdaq.com/symbol/cps"
"CTK","CooTek (Cayman) Inc.","5.05","$312.13M","2018","Technology","EDP Services","https://old.nasdaq.com/symbol/ctk"
"CPA","Copa Holdings, S.A.","52.79","$2.24B","2005","Transportation","Air Freight/Delivery Services","https://old.nasdaq.com/symbol/cpa"
"CLB","Core Laboratories N.V.","20.11","$894.58M","1995","Energy","Oilfield Services/Equipment","https://old.nasdaq.com/symbol/clb"
"CXW","CoreCivic, Inc.","9.48","$1.13B","n/a","Consumer Services","Real Estate Investment Trusts","https://old.nasdaq.com/symbol/cxw"
"CLGX","CoreLogic, Inc.","67.44","$5.36B","n/a","Technology","EDP Services","https://old.nasdaq.com/symbol/clgx"
"CORR","CorEnergy Infrastructure Trust, Inc.","7.94","$108.39M","n/a","Consumer Services","Real Estate Investment Trusts","https://old.nasdaq.com/symbol/corr"
"CORR^A","CorEnergy Infrastructure Trust, Inc.","17.58","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/corr^a"
"CPLG","CorePoint Lodging Inc.","5.61","$326.28M","2018","Consumer Services","Real Estate Investment Trusts","https://old.nasdaq.com/symbol/cplg"
"COR","CoreSite Realty Corporation","122.96","$5.23B","2010","Consumer Services","Real Estate Investment Trusts","https://old.nasdaq.com/symbol/cor"
"CNR","Cornerstone Building Brands, Inc.","8.24","$1.03B","n/a","Capital Goods","Metal Fabrications","https://old.nasdaq.com/symbol/cnr"
"GLW","Corning Incorporated","33.7","$25.67B","n/a","Basic Industries","Telecommunications Equipment","https://old.nasdaq.com/symbol/glw"
"CAAP","Corporacion America Airports SA","2.36","$377.65M","2018","Transportation","Aerospace","https://old.nasdaq.com/symbol/caap"
"GYC","Corporate Asset Backed Corp CABCO","24.229","n/a","n/a","Finance","Finance: Consumer Services","https://old.nasdaq.com/symbol/gyc"
"OFC","Corporate Office Properties Trust","24.75","$2.78B","n/a","Consumer Services","Real Estate Investment Trusts","https://old.nasdaq.com/symbol/ofc"
"CTVA","Corteva, Inc.","30.13","$22.55B","2019","Consumer Non-Durables","Farming/Seeds/Milling","https://old.nasdaq.com/symbol/ctva"
"CZZ","Cosan Limited","17.56","$4.06B","n/a","Consumer Non-Durables","Specialty Foods","https://old.nasdaq.com/symbol/czz"
"CMRE","Costamare Inc.","4.9","$591.52M","2010","Transportation","Marine Transportation","https://old.nasdaq.com/symbol/cmre"
"CMRE^B","Costamare Inc.","22.85","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/cmre^b"
"CMRE^C","Costamare Inc.","23.73","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/cmre^c"
"CMRE^D","Costamare Inc.","24.3937","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/cmre^d"
"CMRE^E","Costamare Inc.","24.885","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/cmre^e"
"COTY","Coty Inc.","3.52","$2.69B","2013","Consumer Non-Durables","Package Goods/Cosmetics","https://old.nasdaq.com/symbol/coty"
"CUZ","Cousins Properties Incorporated","29.9","$4.44B","n/a","Consumer Services","Real Estate Investment Trusts","https://old.nasdaq.com/symbol/cuz"
