"Symbol","Name","LastSale","MarketCap","IPOyear","Sector","industry","Summary Quote"
"IMBI","iMedia Brands, Inc.","6.93","$86.91M","n/a","Consumer Services","Catalog/Specialty Distribution","https://old.nasdaq.com/symbol/imbi"
"IMTX","Immatics N.V.","9.25","$581.9M","n/a","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","https://old.nasdaq.com/symbol/imtx"
"IMTXW","Immatics N.V.","2.9","n/a","n/a","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","https://old.nasdaq.com/symbol/imtxw"
"IMMR","Immersion Corporation","10","$268.94M","1999","Technology","Computer peripheral equipment","https://old.nasdaq.com/symbol/immr"
"ICCC","ImmuCell Corporation","5.3","$38.23M","1987","Health Care","Biotechnology: In Vitro & In Vivo Diagnostic Substances","https://old.nasdaq.com/symbol/iccc"
"IMUX","Immunic, Inc. ","15.16","$314.09M","2014","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/imux"
"IMGN","ImmunoGen, Inc.","3.91","$682.46M","1989","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/imgn"
"IMMU","Immunomedics, Inc.","43.11","$9.96B","n/a","Health Care","Biotechnology: In Vitro & In Vivo Diagnostic Substances","https://old.nasdaq.com/symbol/immu"
"IMVT","Immunovant, Inc. ","38.45","$3.15B","2019","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","https://old.nasdaq.com/symbol/imvt"
"IMRN","Immuron Limited","8.52","$47.06M","2017","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/imrn"
"IMRNW","Immuron Limited","1.9","n/a","2017","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/imrnw"
"IMMP","Immutep Limited","1.35","$65.83M","n/a","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/immp"
"PI","Impinj, Inc.","25.84","$590.58M","2016","Capital Goods","Industrial Machinery/Components","https://old.nasdaq.com/symbol/pi"
"IMV","IMV Inc.","4.07","$270.58M","n/a","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/imv"
"NARI","Inari Medical, Inc.","76.98","$3.74B","2020","Health Care","Medical/Dental Instruments","https://old.nasdaq.com/symbol/nari"
"INCY","Incyte Corporation","95.44","$20.87B","n/a","Health Care","Biotechnology: Commercial Physical & Biological Resarch","https://old.nasdaq.com/symbol/incy"
"INDB","Independent Bank Corp.","63.04","$2.08B","n/a","Finance","Major Banks","https://old.nasdaq.com/symbol/indb"
"IBCP","Independent Bank Corporation","15.09","$330.18M","n/a","Finance","Major Banks","https://old.nasdaq.com/symbol/ibcp"
"IBTX","Independent Bank Group, Inc","47.37","$2.05B","2013","Finance","Major Banks","https://old.nasdaq.com/symbol/ibtx"
"ILPT","Industrial Logistics Properties Trust","22.07","$1.44B","2018","Consumer Services","Real Estate Investment Trusts","https://old.nasdaq.com/symbol/ilpt"
"ITAC","Industrial Tech Acquisitions, Inc.","n/a","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/itac"
"ITACU","Industrial Tech Acquisitions, Inc.","n/a","n/a","n/a","Finance","Business Services","https://old.nasdaq.com/symbol/itacu"
"INFN","Infinera Corporation","7.32","$1.37B","2007","Public Utilities","Telecommunications Equipment","https://old.nasdaq.com/symbol/infn"
"INFI","Infinity Pharmaceuticals, Inc.","1.06","$62.4M","n/a","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/infi"
"IFRX","InflaRx N.V.","4.2","$109.64M","2017","n/a","n/a","https://old.nasdaq.com/symbol/ifrx"
"III","Information Services Group, Inc.","2.08","$100.01M","n/a","Consumer Services","Professional Services","https://old.nasdaq.com/symbol/iii"
"IEA","Infrastructure and Energy Alternatives, Inc.","5.66","$129.88M","2016","Finance","Business Services","https://old.nasdaq.com/symbol/iea"
"IEAWW","Infrastructure and Energy Alternatives, Inc.","0.3898","n/a","2016","Finance","Business Services","https://old.nasdaq.com/symbol/ieaww"
"IMKTA","Ingles Markets, Incorporated","40.64","$823.36M","1987","Consumer Services","Food Chains","https://old.nasdaq.com/symbol/imkta"
"INBX","Inhibrx, Inc.","16.77","$632.39M","2020","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","https://old.nasdaq.com/symbol/inbx"
"INMD","INMODE LTD.","35.56","$1.17B","2019","Health Care","Biotechnology: Electromedical & Electrotherapeutic Apparatus","https://old.nasdaq.com/symbol/inmd"
"INMB","INmune Bio Inc.","9.78","$131.52M","2019","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","https://old.nasdaq.com/symbol/inmb"
"IPHA","Innate Pharma S.A.","6.2348","$492.31M","2019","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","https://old.nasdaq.com/symbol/ipha"
"INWK","InnerWorkings, Inc.","2.82","$149.02M","2006","Miscellaneous","Business Services","https://old.nasdaq.com/symbol/inwk"
"INOD","Innodata Inc.","2.2293","$54.53M","1993","Technology","EDP Services","https://old.nasdaq.com/symbol/inod"
"IOSP","Innospec Inc.","76.13","$1.87B","n/a","Basic Industries","Major Chemicals","https://old.nasdaq.com/symbol/iosp"
"ISSC","Innovative Solutions and Support, Inc.","7.23","$122.8M","2000","Technology","EDP Services","https://old.nasdaq.com/symbol/issc"
"INVA","Innoviva, Inc.","11.96","$1.21B","n/a","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/inva"
"INGN","Inogen, Inc","28.64","$631.97M","2014","Health Care","Industrial Specialties","https://old.nasdaq.com/symbol/ingn"
"INOV","Inovalon Holdings, Inc.","25.98","$4.04B","2015","Technology","EDP Services","https://old.nasdaq.com/symbol/inov"
"INO","Inovio Pharmaceuticals, Inc.","10.63","$1.78B","n/a","Health Care","Medical/Dental Instruments","https://old.nasdaq.com/symbol/ino"
"INZY","Inozyme Pharma, Inc.","29.29","$684.36M","2020","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/inzy"
"INPX","Inpixon ","1.21","$51.13M","2014","Technology","EDP Services","https://old.nasdaq.com/symbol/inpx"
"INSG","Inseego Corp.","11.68","$1.13B","n/a","Capital Goods","Telecommunications Equipment","https://old.nasdaq.com/symbol/insg"
"NSIT","Insight Enterprises, Inc.","60.92","$2.14B","1995","Consumer Services","Catalog/Specialty Distribution","https://old.nasdaq.com/symbol/nsit"
"ISIG","Insignia Systems, Inc.","0.7501","$9.15M","1991","Consumer Services","Advertising","https://old.nasdaq.com/symbol/isig"
"INSM","Insmed, Inc.","28.22","$2.86B","n/a","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/insm"
"INSE","Inspired Entertainment, Inc.","3.32","$76.46M","2014","Technology","Computer Software: Prepackaged Software","https://old.nasdaq.com/symbol/inse"
"IIIN","Insteel Industries, Inc.","19.17","$369.23M","n/a","Capital Goods","Steel/Iron Ore","https://old.nasdaq.com/symbol/iiin"
"PODD","Insulet Corporation","224.28","$14.72B","2007","Health Care","Medical/Dental Instruments","https://old.nasdaq.com/symbol/podd"
"INSU","Insurance Acquisition Corp.","13.7501","$283.99M","2019","Consumer Durables","Automotive Aftermarket","https://old.nasdaq.com/symbol/insu"
"INSUU","Insurance Acquisition Corp.","15.9","n/a","2019","Consumer Durables","Automotive Aftermarket","https://old.nasdaq.com/symbol/insuu"
"INSUW","Insurance Acquisition Corp.","3.58","n/a","2019","Consumer Durables","Automotive Aftermarket","https://old.nasdaq.com/symbol/insuw"
"NTEC","Intec Pharma Ltd.","0.2817","$22.24M","2015","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/ntec"
"IART","Integra LifeSciences Holdings Corporation","46.84","$3.95B","n/a","Health Care","Medical/Dental Instruments","https://old.nasdaq.com/symbol/iart"
"IMTE","Integrated Media Technology Limited","3.98","$14.58M","n/a","Consumer Non-Durables","Consumer Electronics/Appliances","https://old.nasdaq.com/symbol/imte"
"INTC","Intel Corporation","52.25","$222.22B","n/a","Technology","Semiconductors","https://old.nasdaq.com/symbol/intc"
"NTLA","Intellia Therapeutics, Inc.","21.26","$1.25B","2016","Health Care","Biotechnology: In Vitro & In Vivo Diagnostic Substances","https://old.nasdaq.com/symbol/ntla"
"IDN","Intellicheck, Inc.","6.63","$121.53M","1999","Technology","Computer Software: Prepackaged Software","https://old.nasdaq.com/symbol/idn"
"IPAR","Inter Parfums, Inc.","45.2","$1.43B","n/a","Consumer Non-Durables","Package Goods/Cosmetics","https://old.nasdaq.com/symbol/ipar"
"IBKR","Interactive Brokers Group, Inc.","53.28","$22.2B","2019","Finance","Investment Bankers/Brokers/Service","https://old.nasdaq.com/symbol/ibkr"
"ICPT","Intercept Pharmaceuticals, Inc.","46.09","$1.52B","2012","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/icpt"
"IDCC","InterDigital, Inc.","62.96","$1.94B","n/a","Miscellaneous","Multi-Sector Companies","https://old.nasdaq.com/symbol/idcc"
"TILE","Interface, Inc.","7.245","$424.18M","n/a","Consumer Durables","Home Furnishings","https://old.nasdaq.com/symbol/tile"
"IBOC","International Bancshares Corporation","30.97","$1.96B","n/a","Finance","Major Banks","https://old.nasdaq.com/symbol/iboc"
"IGIC","International General Insurance Holdings Ltd.","6.81","$329.87M","2018","Finance","Specialty Insurers","https://old.nasdaq.com/symbol/igic"
"IGICW","International General Insurance Holdings Ltd.","0.5","n/a","2018","Finance","Specialty Insurers","https://old.nasdaq.com/symbol/igicw"
"IMXI","International Money Express, Inc.","17.35","$660.14M","2017","Miscellaneous","Business Services","https://old.nasdaq.com/symbol/imxi"
"IDXG","Interpace Biosciences, Inc.","3.07","$12.39M","n/a","Health Care","Medical/Dental Instruments","https://old.nasdaq.com/symbol/idxg"
"XENT","Intersect ENT, Inc.","19.32","$631.8M","2014","Health Care","Medical/Dental Instruments","https://old.nasdaq.com/symbol/xent"
"IPLDP","Interstate Power and Light Company","25.6735","n/a","n/a","Public Utilities","Power Generation","https://old.nasdaq.com/symbol/ipldp"
"IVAC","Intevac, Inc.","6.54","$154.57M","1995","Technology","Industrial Machinery/Components","https://old.nasdaq.com/symbol/ivac"
"ITCI","Intra-Cellular Therapies Inc.","18.18","$1.22B","n/a","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/itci"
"IIN","IntriCon Corporation","12.25","$109.44M","n/a","Capital Goods","Electrical Products","https://old.nasdaq.com/symbol/iin"
"INTU","Intuit Inc.","354.18","$92.36B","1993","Technology","Computer Software: Prepackaged Software","https://old.nasdaq.com/symbol/intu"
"ISRG","Intuitive Surgical, Inc.","765.11","$89.54B","2000","Health Care","Industrial Specialties","https://old.nasdaq.com/symbol/isrg"
"IVA","Inventiva S.A.","11.715","$449.61M","2020","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/iva"
"PLW","Invesco 1-30 Laddered Treasury ETF","39.54","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/plw"
"ADRE","Invesco BLDRS Emerging Markets 50 ADR Index Fund","48.4781","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/adre"
"BSCK","Invesco BulletShares 2020 Corporate Bond ETF","21.24","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/bsck"
"BSJK","Invesco BulletShares 2020 High Yield Corporate Bond ETF","23.39","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/bsjk"
"BSCL","Invesco BulletShares 2021 Corporate Bond ETF","21.36","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/bscl"
"BSJL","Invesco BulletShares 2021 High Yield Corporate Bond ETF","23.12","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/bsjl"
"BSML","Invesco BulletShares 2021 Municipal Bond ETF","25.35","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/bsml"
"BSAE","Invesco BulletShares 2021 USD Emerging Markets Debt ETF","25.455","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/bsae"
"BSCM","Invesco BulletShares 2022 Corporate Bond ETF","21.885","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/bscm"
"BSJM","Invesco BulletShares 2022 High Yield Corporate Bond ETF","23.075","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/bsjm"
"BSMM","Invesco BulletShares 2022 Municipal Bond ETF","25.43","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/bsmm"
"BSBE","Invesco BulletShares 2022 USD Emerging Markets Debt ETF","25.945","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/bsbe"
"BSCN","Invesco BulletShares 2023 Corporate Bond ETF","21.9","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/bscn"
"BSJN","Invesco BulletShares 2023 High Yield Corporate Bond ETF","24.89","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/bsjn"
"BSMN","Invesco BulletShares 2023 Municipal Bond ETF","25.53","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/bsmn"
"BSCE","Invesco BulletShares 2023 USD Emerging Markets Debt ETF","26.16","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/bsce"
"BSCO","Invesco BulletShares 2024 Corporate Bond ETF","22.33","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/bsco"
"BSJO","Invesco BulletShares 2024 High Yield Corporate Bond ETF","24.44","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/bsjo"
"BSMO","Invesco BulletShares 2024 Municipal Bond ETF","25.59","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/bsmo"
"BSDE","Invesco BulletShares 2024 USD Emerging Markets Debt ETF","26.04","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/bsde"
"BSCP","Invesco BulletShares 2025 Corporate Bond ETF","22.5","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/bscp"
"BSJP","Invesco BulletShares 2025 High Yield Corporate Bond ETF","23.86","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/bsjp"
"BSMP","Invesco BulletShares 2025 Municipal Bond ETF","25.775","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/bsmp"
"BSCQ","Invesco BulletShares 2026 Corporate Bond ETF","21.84","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/bscq"
"BSJQ","Invesco BulletShares 2026 High Yield Corporate Bond ETF","25.03","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/bsjq"
"BSMQ","Invesco BulletShares 2026 Municipal Bond ETF","25.525","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/bsmq"
"BSCR","Invesco BulletShares 2027 Corporate Bond ETF","22.2011","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/bscr"
"BSJR","Invesco BulletShares 2027 High Yield Corporate Bond ETF","25.005","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/bsjr"
"BSMR","Invesco BulletShares 2027 Municipal Bond ETF","25.375","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/bsmr"
"BSCS","Invesco BulletShares 2028 Corporate Bond ETF","23.3933","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/bscs"
"BSMS","Invesco BulletShares 2028 Municipal Bond ETF","25.78","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/bsms"
"BSCT","Invesco BulletShares 2029 Corporate Bond ETF","21.66","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/bsct"
"BSMT","Invesco BulletShares 2029 Municipal Bond ETF","25.68","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/bsmt"
"PKW","Invesco BuyBack Achievers ETF","63.63","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/pkw"
"PFM","Invesco Dividend Achievers ETF","31.6076","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/pfm"
"PYZ","Invesco DWA Basic Materials Momentum ETF","58.3201","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/pyz"
"PEZ","Invesco DWA Consumer Cyclicals Momentum ETF","65.17","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/pez"
"PSL","Invesco DWA Consumer Staples Momentum ETF","79.6687","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/psl"
"PIZ","Invesco DWA Developed Markets Momentum ETF","31.27","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/piz"
"PIE","Invesco DWA Emerging Markets Momentum ETF","20.07","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/pie"
"PXI","Invesco DWA Energy Momentum ETF","15.04","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/pxi"
"PFI","Invesco DWA Financial Momentum ETF","39.1163","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/pfi"
"PTH","Invesco DWA Healthcare Momentum ETF","129.81","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/pth"
"PRN","Invesco DWA Industrials Momentum ETF","79.8859","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/prn"
"PDP","Invesco DWA Momentum ETF","80.01","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/pdp"
"DWAS","Invesco DWA SmallCap Momentum ETF","60.36","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/dwas"
"PTF","Invesco DWA Technology Momentum ETF","116.25","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/ptf"
"PUI","Invesco DWA Utilities Momentum ETF","30.745","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/pui"
"IDLB","Invesco FTSE International Low Beta Equal Weight ETF","26.972","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/idlb"
"PRFZ","Invesco FTSE RAFI US 1500 Small-Mid ETF","124.98","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/prfz"
"PIO","Invesco Global Water ETF","32.335","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/pio"
"PGJ","Invesco Golden Dragon China ETF","54.9","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/pgj"
"PEY","Invesco High Yield Equity Dividend Achievers ETF","15.11","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/pey"
"IPKW","Invesco International BuyBack Achievers ETF","32.9302","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/ipkw"
"PID","Invesco International Dividend Achievers ETF","13.46","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/pid"
"KBWB","Invesco KBW Bank ETF","40.32","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/kbwb"
"KBWD","Invesco KBW High Dividend Yield Financial ETF","13.86","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/kbwd"
"KBWY","Invesco KBW Premium Yield Equity REIT ETF","18.87","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/kbwy"
"KBWP","Invesco KBW Property & Casualty Insurance ETF","60.8","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/kbwp"
"KBWR","Invesco KBW Regional Banking ETF","35.38","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/kbwr"
"PNQI","Invesco Nasdaq Internet ETF","222.12","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/pnqi"
"PDBC","Invesco Optimum Yield Diversified Commodity Strategy No K-1 ET","14.07","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/pdbc"
"QQQ","Invesco QQQ Trust, Series 1","302.76","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/qqq"
"ISDX","Invesco RAFI Strategic Developed ex-US ETF","23.53","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/isdx"
"ISEM","Invesco RAFI Strategic Emerging Markets ETF","24.2","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/isem"
"IUS","Invesco RAFI Strategic US ETF","28.5","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/ius"
"IUSS","Invesco RAFI Strategic US Small Company ETF","23.84","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/iuss"
"USLB","Invesco Russell 1000 Low Beta Equal Weight ETF","33.22","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/uslb"
"PSCD","Invesco S&P SmallCap Consumer Discretionary ETF","67.4","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/pscd"
"PSCC","Invesco S&P SmallCap Consumer Staples ETF","79.725","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/pscc"
"PSCE","Invesco S&P SmallCap Energy ETF","3.43","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/psce"
"PSCF","Invesco S&P SmallCap Financials ETF","40.9853","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/pscf"
"PSCH","Invesco S&P SmallCap Health Care ETF","135.72","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/psch"
"PSCI","Invesco S&P SmallCap Industrials ETF","67.8209","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/psci"
"PSCT","Invesco S&P SmallCap Information Technology ETF","93.5077","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/psct"
"PSCM","Invesco S&P SmallCap Materials ETF","43.05","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/pscm"
"PSCU","Invesco S&P SmallCap Utilities & Communication Services ETF","49.51","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/pscu"
"VRIG","Invesco Variable Rate Investment Grade ETF","24.89","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/vrig"
"PHO","Invesco Water Resources ETF","40.74","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/pho"
"ISTR","Investar Holding Corporation","14.09","$152.74M","2014","Finance","Major Banks","https://old.nasdaq.com/symbol/istr"
"CMFNL","Investcorp Credit Management BDC, Inc.","22","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/cmfnl"
"ICMB","Investcorp Credit Management BDC, Inc.","3.29","$45.68M","2014","n/a","n/a","https://old.nasdaq.com/symbol/icmb"
"ISBC","Investors Bancorp, Inc.","7.95","$1.99B","n/a","Finance","Major Banks","https://old.nasdaq.com/symbol/isbc"
"ITIC","Investors Title Company","138.27","$261.66M","n/a","Finance","Specialty Insurers","https://old.nasdaq.com/symbol/itic"
"NVIV","InVivo Therapeutics Holdings Corp.","1.29","$6.3M","n/a","Health Care","Medical/Dental Instruments","https://old.nasdaq.com/symbol/nviv"
"IONS","Ionis Pharmaceuticals, Inc.","55.06","$7.69B","n/a","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/ions"
"IOVA","Iovance Biotherapeutics, Inc.","33","$4.83B","n/a","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","https://old.nasdaq.com/symbol/iova"
"IPGP","IPG Photonics Corporation","168.45","$8.97B","2006","Technology","Semiconductors","https://old.nasdaq.com/symbol/ipgp"
"CLRG","IQ Chaikin U.S. Large Cap ETF","25.27","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/clrg"
"CSML","IQ Chaikin U.S. Small Cap ETF","23.84","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/csml"
"IQ","iQIYI, Inc.","22.21","$16.29B","2018","Consumer Services","Consumer Electronics/Video Chains","https://old.nasdaq.com/symbol/iq"
"IRMD","iRadimed Corporation","21.92","$268.44M","2014","Health Care","Medical/Dental Instruments","https://old.nasdaq.com/symbol/irmd"
"IRTC","iRhythm Technologies, Inc.","221.39","$6.34B","2016","Health Care","Medical/Dental Instruments","https://old.nasdaq.com/symbol/irtc"
"IRIX","IRIDEX Corporation","1.99","$27.64M","1996","Health Care","Biotechnology: Electromedical & Electrotherapeutic Apparatus","https://old.nasdaq.com/symbol/irix"
"IRDM","Iridium Communications Inc","29.53","$3.91B","n/a","Capital Goods","Telecommunications Equipment","https://old.nasdaq.com/symbol/irdm"
"IRBT","iRobot Corporation","78.34","$2.19B","2005","Consumer Durables","Consumer Electronics/Appliances","https://old.nasdaq.com/symbol/irbt"
"IRWD","Ironwood Pharmaceuticals, Inc.","9.87","$1.58B","2010","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/irwd"
"IRCP","IRSA Propiedades Comerciales S.A.","7.873","$248.03M","n/a","Consumer Services","Building operators","https://old.nasdaq.com/symbol/ircp"
"SLQD","iShares 0-5 Year Investment Grade Corporate Bond ETF","52.21","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/slqd"
"ISHG","iShares 1-3 Year International Treasury Bond ETF","82.4","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/ishg"
"SHY","iShares 1-3 Year Treasury Bond ETF","86.5","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/shy"
"TLT","iShares 20+ Year Treasury Bond ETF","165.42","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/tlt"
"IEI","iShares 3-7 Year Treasury Bond ETF","133.63","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/iei"
"IEF","iShares 7-10 Year Treasury Bond ETF","121.99","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/ief"
"AIA","iShares Asia 50 ETF","73.14","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/aia"
"USIG","iShares Broad USD Investment Grade Corporate Bond ETF","61.47","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/usig"
"COMT","iShares Commodities Select Strategy ETF","25.81","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/comt"
"ISTB","iShares Core 1-5 Year USD Bond ETF","51.65","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/istb"
"IXUS","iShares Core MSCI Total International Stock ETF","60.22","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/ixus"
"IUSG","iShares Core S&P U.S. Growth ETF","86.26","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/iusg"
"IUSV","iShares Core S&P U.S. Value ETF","57.08","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/iusv"
"IUSB","iShares Core Total USD Bond Market ETF","54.725","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/iusb"
"HEWG","iShares Currency Hedged MSCI Germany ETF","28.91","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/hewg"
"DMXF","iShares ESG Advanced MSCI EAFE ETF","56.5641","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/dmxf"
"USXF","iShares ESG Advanced MSCI USA ETF","29.7639","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/usxf"
"SUSB","iShares ESG Aware 1-5 Year USD Corporate Bond ETF","26.175","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/susb"
"ESGD","iShares ESG Aware MSCI EAFE ETF","65.87","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/esgd"
"ESGE","iShares ESG Aware MSCI EM ETF","36.53","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/esge"
"ESGU","iShares ESG Aware MSCI USA ETF","81.56","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/esgu"
"SUSC","iShares ESG Aware USD Corporate Bond ETF","28.05","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/susc"
"LDEM","iShares ESG MSCI EM Leaders ETF","52.74","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/ldem"
"SUSL","iShares ESG MSCI USA Leaders ETF","62","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/susl"
"XT","iShares Exponential Technologies ETF","50.55","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/xt"
"FALN","iShares Fallen Angels USD Bond ETF","27.955","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/faln"
